StudentID,Date,BehaviorType,Notes
S0496,2025-02-23,Absent without notice,Wish small look today middle firm.
S0496,2025-02-24,Disruptive,Cause fly production quickly vote amount.
S0496,2025-05-03,Late,Rule address once.
S0496,2024-06-20,Disruptive,Their both public.
S0496,2024-11-27,Absent without notice,None well happen all exactly capital.
S0497,2024-06-17,Helpful,Whether particularly huge.
S0497,2025-03-25,Participative,Great bank future table get skill interesting.
S0497,2025-03-10,Participative,Rule key use.
S0497,2025-05-01,Absent without notice,New economy value environment manage research.
S0497,2024-07-31,Absent without notice,Her century six boy out parent difference.
S0497,2024-08-09,Participative,When sort fill respond maintain man understand.
S0497,2024-06-24,Disruptive,Will too design simply return woman rate.
S0497,2025-06-11,Helpful,Truth door study important.
S0497,2025-02-12,Participative,Operation me reflect customer approach bring.
S0497,2025-05-18,Absent without notice,Whole instead candidate event charge customer.
S0498,2025-04-14,Absent without notice,Company Mr region give nothing talk body.
S0498,2024-09-10,Disruptive,Government help another former among class traditional notice.
S0498,2025-06-01,Absent without notice,Worker husband cut bill.
S0498,2025-04-17,Participative,Can truth strong.
S0498,2025-02-19,Helpful,Final success hope especially young behavior focus civil.
S0498,2024-09-15,Disruptive,Rich sea rule reveal deep among indeed.
S0498,2024-09-26,Absent without notice,Their happy hand start late capital.
S0498,2024-12-23,Late,Apply market history physical fall responsibility between movie.
S0498,2025-03-13,Late,Country campaign write course.
S0499,2024-08-29,Disruptive,Ten practice want perhaps.
S0499,2025-02-22,Helpful,Spend character save contain other test.
S0499,2024-07-29,Late,Which mission night next two measure.
S0499,2025-01-01,Absent without notice,Ground matter less different.
S0499,2025-01-07,Late,Including foreign interesting debate actually.
S0499,2024-11-17,Helpful,Great nothing support boy knowledge relationship.
S0500,2025-06-14,Participative,Meeting than unit outside.
S0500,2024-11-17,Participative,Human affect go himself behavior agency near beat.
S0500,2025-04-09,Disruptive,Certainly scene nor go.
S0500,2024-09-11,Helpful,Production commercial future major although late.
S0500,2024-11-19,Participative,Top open fall international born.
S0500,2025-06-15,Absent without notice,Draw give you travel mind light population.
S0501,2025-02-02,Disruptive,Allow action whatever expert from point.
S0501,2024-11-23,Absent without notice,Drop effort chair trip board skin food.
S0501,2025-03-01,Participative,Later institution film lose Republican party.
S0501,2025-04-18,Disruptive,Movie behind exactly ok garden way station.
S0502,2025-01-19,Disruptive,Away close wind.
S0502,2025-06-14,Helpful,President able easy service short expert against while.
S0502,2024-11-22,Disruptive,Accept particular tend again leader law.
S0502,2024-11-30,Helpful,Walk wonder while.
S0502,2025-03-10,Late,Body or though job.
S0502,2025-02-06,Disruptive,Mrs stage heavy tough.
S0502,2025-04-15,Absent without notice,Civil information buy federal again discover threat.
S0503,2024-11-25,Absent without notice,Today economic response activity market.
S0503,2024-12-24,Helpful,Sell see next make.
S0503,2024-09-29,Late,Manager perhaps case happen certain.
S0503,2025-05-07,Late,Need tough development central treat western staff.
S0503,2024-11-04,Absent without notice,Minute author put.
S0503,2025-01-10,Late,Degree within speech easy deal such.
S0503,2024-11-16,Absent without notice,Very great about way prove.
S0503,2025-01-26,Disruptive,Some find peace against century movie realize poor.
S0504,2024-07-08,Late,Little north night however staff but.
S0504,2024-08-12,Disruptive,Coach movie again meeting property conference.
S0504,2024-09-13,Late,Back west term life discover religious age.
S0504,2024-11-19,Absent without notice,Probably today spend just manage standard rather you.
S0504,2024-07-25,Late,Must director inside small table.
S0504,2024-09-09,Late,Natural before before decision.
S0504,2025-06-10,Helpful,Star else health detail.
S0504,2025-05-03,Participative,Certainly along pattern believe.
S0505,2025-03-16,Helpful,Physical their land bring.
S0505,2024-11-21,Disruptive,Skin line put through keep reduce protect.
S0505,2025-01-12,Participative,Family management try hour say.
S0505,2024-09-29,Late,Message see air.
S0505,2025-04-11,Absent without notice,Voice Mr movie detail team.
S0505,2024-11-08,Participative,Side thing pick middle begin.
S0505,2025-03-04,Helpful,Customer current red tonight push court owner whose.
S0505,2024-11-26,Disruptive,Pass development analysis prove weight game western.
S0505,2024-09-26,Disruptive,Food rather street cause.
S0505,2025-05-18,Helpful,Call wonder care wear start around fine of.
S0506,2024-09-11,Helpful,Brother thought kind bag sea interview next.
S0506,2024-09-23,Absent without notice,Box picture whatever report wife coach company word.
S0506,2025-05-22,Participative,Single accept room six total Mrs strategy.
S0506,2024-07-28,Late,Mention glass exactly like claim raise speech.
S0507,2024-10-11,Participative,Fight amount reduce billion write challenge summer defense.
S0507,2024-12-27,Disruptive,Resource move student young hotel.
S0507,2024-11-16,Absent without notice,And its situation crime box wear.
S0507,2025-04-25,Disruptive,Beyond suddenly hand past affect able.
S0507,2025-04-16,Participative,Civil opportunity whatever skin.
S0508,2025-04-10,Absent without notice,Force set use represent.
S0508,2025-03-19,Late,Pull national cultural state color arrive like tough.
S0508,2024-11-14,Absent without notice,Image also election push.
S0508,2025-05-25,Disruptive,Buy huge computer have.
S0509,2024-07-28,Disruptive,Only sing modern it.
S0509,2024-08-25,Late,Anyone public although fine as dark price.
S0509,2025-04-03,Participative,Debate force role interesting matter feel only.
S0510,2025-03-11,Absent without notice,Person break time especially moment trouble read.
S0510,2024-11-09,Helpful,Smile perform land.
S0510,2025-03-21,Disruptive,Peace vote sing check like.
S0510,2024-06-17,Helpful,Condition turn light whole program million financial mention.
S0510,2024-11-21,Disruptive,Pass at tax quickly amount.
S0510,2024-12-24,Participative,Place story finally.
S0510,2024-12-14,Helpful,Series sign itself push current entire prove.
S0511,2025-04-25,Disruptive,Site way history reach clearly indeed.
S0511,2025-04-02,Disruptive,Only yard pull look offer why.
S0511,2024-09-29,Participative,Western open available watch cover front just.
S0511,2024-12-25,Participative,Impact smile when institution partner.
S0511,2025-01-09,Late,Source outside particularly really series month let.
S0511,2025-04-14,Absent without notice,Evening television late full since.
S0511,2025-05-18,Late,Important how at democratic off early explain region.
S0512,2024-08-21,Participative,Television like around want sister.
S0512,2024-12-17,Absent without notice,Once management letter.
S0512,2024-08-05,Late,Head toward wind campaign before which say production.
S0512,2025-05-20,Disruptive,Family draw commercial yourself foreign daughter major stand.
S0512,2025-05-11,Disruptive,Memory special perform recent age.
S0513,2024-08-02,Absent without notice,Administration black kind sea staff off.
S0513,2025-03-12,Late,Alone end home movie red.
S0513,2024-10-12,Participative,Either himself seek while scientist some office.
S0514,2025-05-13,Late,College but science knowledge center west quality thought.
S0514,2025-04-04,Absent without notice,Wrong remember determine specific.
S0514,2024-06-28,Late,Example various collection remain middle.
S0514,2025-03-26,Disruptive,Degree best three present oil top think would.
S0514,2024-12-25,Disruptive,Man economy cell citizen perform seem experience.
S0515,2025-03-09,Helpful,South take talk rise quality.
S0515,2024-11-20,Late,Seat support speak each staff let try.
S0515,2024-07-17,Participative,Dream better meet.
S0515,2024-09-16,Disruptive,Field stage religious every describe choice open.
S0515,2025-04-01,Absent without notice,Involve hair clearly toward.
S0515,2025-01-04,Late,Customer item tree news especially impact.
S0515,2025-05-15,Disruptive,Group standard energy better news gun similar physical.
S0515,2024-08-21,Helpful,Seven save try north sea.
S0515,2025-05-28,Late,Office wish sense game station.
S0515,2024-09-05,Participative,Take trade billion school establish trial discuss.
S0516,2024-08-09,Disruptive,Some church use think manager song.
S0516,2025-01-07,Participative,All decide huge movie reveal man.
S0516,2024-07-15,Participative,Office bank film American feel everything above meet.
S0516,2024-08-25,Late,Share these author respond.
S0516,2024-08-09,Helpful,Over option too usually.
S0516,2025-03-14,Disruptive,Beat grow consumer realize.
S0516,2025-03-23,Late,Sea now dark subject.
S0516,2025-04-04,Late,Crime late hospital.
S0517,2024-06-16,Disruptive,Join scene theory next challenge officer group.
S0517,2025-06-08,Absent without notice,Research although wall west behind development.
S0517,2025-02-01,Absent without notice,Accept Democrat job.
S0517,2025-04-28,Helpful,Above foreign poor argue physical buy.
S0517,2024-08-05,Absent without notice,Road out in prepare statement son issue.
S0517,2024-08-02,Absent without notice,Manager health chair professional catch.
S0517,2025-01-24,Helpful,Play poor front idea approach machine sometimes.
S0517,2024-06-29,Disruptive,Too half capital security situation not inside.
S0518,2024-11-29,Absent without notice,Business baby message front.
S0518,2024-11-14,Disruptive,Series fear well may color how.
S0518,2024-12-12,Absent without notice,Education event huge military simply their group eat.
S0518,2024-08-04,Participative,Most stuff office well expert.
S0518,2024-09-24,Absent without notice,Score I add those.
S0519,2025-04-30,Late,Lay weight down everybody art real.
S0519,2024-10-15,Disruptive,Natural part first nation add trial successful.
S0519,2025-06-07,Helpful,Small particular people message call rock foreign.
S0519,2025-04-13,Helpful,Into else be health agency.
S0519,2024-08-10,Disruptive,Occur raise focus message someone.
S0519,2024-10-20,Disruptive,Though great whose together exist trial.
S0520,2024-11-11,Late,Peace treatment six executive federal.
S0520,2024-08-28,Participative,Through house right.
S0520,2024-09-06,Absent without notice,Easy firm analysis stuff scientist.
S0520,2024-07-07,Disruptive,Land though meeting ask.
S0521,2024-12-30,Absent without notice,Ahead big position drive know impact black mother.
S0521,2025-04-07,Helpful,Enough audience read trouble take fill.
S0521,2024-06-19,Helpful,Buy family think weight.
S0521,2025-01-08,Disruptive,Type assume hit significant.
S0521,2024-06-30,Participative,Significant agree first court.
S0521,2024-12-07,Participative,Up billion particular sea.
S0521,2024-12-30,Helpful,Think address claim school public hand air.
S0522,2025-06-11,Participative,Require any himself her.
S0522,2024-09-25,Helpful,Agent newspaper rich cost sport.
S0522,2024-08-14,Late,Affect letter hold new.
S0522,2025-01-27,Late,Approach artist president deep bad animal stage clear.
S0522,2025-03-21,Participative,Most class have though spring.
